#    Energy_c1    MgKa_sum_cps_c2    AlKa_sum_cps_c3    I0_KEITHLEY1_c4    KEITHLEY1_GAIN_c5    I1_KEITHLEY2_c6    KEITHLEY2_GAIN_c7    KEITHLEY3_c8    KEITHLEY3_GAIN_c9    KEITHLEY4_TEY_c10    KEITHLEY4_GAIN_c11    D1_MgKa_corr_c12    D1_AlKa_corr_c13    D2_MgKa_corr_c14    D2_AlKa_corr_c15    D3_MgKa_corr_c16    D3_AlKa_corr_c17    D4_MgKa_corr_c18    D4_AlKa_corr_c19    D1_MgKa_c20    D1_MgKa_dxp_c21    D1_AlKa_c22    D1_AlKa_dxp_c23    D1_ICR_c24    D1_OCR_c25    D1_TrueICR_c26    D2_MgKa_c27    D2_MgKa_dxp_c28    D2_AlKa_c29    D2_AlKa_dxp_c30    D2_ICR_c31    D2_OCR_c32    D2_TrueICR_c33    D3_MgKa_c34    D3_MgKa_dxp_c35    D3_AlKa_c36    D3_AlKa_dxp_c37    D3_ICR_c38    D3_OCR_c39    D3_TrueICR_c40    D4_MgKa_c41    D4_MgKa_dxp_c42    D4_AlKa_c43    D4_AlKa_dxp_c44    D4_ICR_c45    D4_OCR_c46    D4_TrueICR_c47    DD1_ERTM_c48    DD2_ERTM_c49    DD3_ERTM_c50    DD4_ERTM_c51    DD1_ELTM_c52    DD2_ELTM_c53    DD3_ELTM_c54    DD4_ELTM_c55
    1.557399134E+03    1.698896500E+04    1.733526478E+04    1.972168307E-01    7.000000000E+00   -9.834546426E-02    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    4.397896342E+03    4.518226685E+03    4.566362527E+03    4.606143824E+03    3.751580663E+03    3.828175219E+03    4.273125472E+03    4.382719054E+03    8.662000000E+03    3.000000000E+00    8.899000000E+03    0.000000000E+00    4.839383361E+03    4.768583927E+03    4.842153939E+03    8.609000000E+03    2.000000000E+00    8.684000000E+03    0.000000000E+00    4.829872317E+03    4.555583094E+03    4.832632011E+03    7.249000000E+03    2.000000000E+00    7.397000000E+03    0.000000000E+00    4.112886363E+03    3.975573787E+03    4.114887274E+03    8.344000000E+03    2.000000000E+00    8.558000000E+03    0.000000000E+00    4.698645700E+03    4.590082254E+03    4.701257410E+03    1.999964800E+00    1.999963520E+00    1.999962880E+00    1.999964160E+00    1.970701120E+00    1.886337280E+00    1.933142400E+00    1.953750080E+00
    1.557604427E+03    1.724612847E+04    1.754280703E+04    1.972473487E-01    7.000000000E+00   -9.858960861E-02    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    4.409846051E+03    4.502668898E+03    4.649652818E+03    4.724399260E+03    3.886477018E+03    3.935830756E+03    4.300152581E+03    4.379908115E+03    8.694000000E+03    5.000000000E+00    8.877000000E+03    0.000000000E+00    4.836194579E+03    4.770079374E+03    4.838961505E+03    8.771000000E+03    1.000000000E+00    8.912000000E+03    0.000000000E+00    4.933036891E+03    4.655577469E+03    4.935915789E+03    7.481000000E+03    4.000000000E+00    7.576000000E+03    0.000000000E+00    4.241254663E+03    4.084067959E+03    4.243382473E+03    8.411000000E+03    4.000000000E+00    8.567000000E+03    0.000000000E+00    4.713684409E+03    4.612576753E+03    4.716312871E+03    1.999966720E+00    1.999966720E+00    1.999966720E+00    1.999966720E+00    1.972564480E+00    1.887431680E+00    1.925805440E+00    1.957034560E+00
    1.557801273E+03    1.728150659E+04    1.760103545E+04    1.974609751E-01    7.000000000E+00   -9.874219883E-02    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    4.511949067E+03    4.626715582E+03    4.674335497E+03    4.728940981E+03    3.832080884E+03    3.899428527E+03    4.263141142E+03    4.345950359E+03    8.885000000E+03    6.000000000E+00    9.111000000E+03    1.000000000E+00    4.969109587E+03    4.895590862E+03    4.972030761E+03    8.817000000E+03    8.000000000E+00    8.920000000E+03    0.000000000E+00    4.938645814E+03    4.660586500E+03    4.941531265E+03    7.397000000E+03    2.000000000E+00    7.527000000E+03    0.000000000E+00    4.192125198E+03    4.048076428E+03    4.194203980E+03    8.340000000E+03    3.000000000E+00    8.502000000E+03    0.000000000E+00    4.648561351E+03    4.549585168E+03    4.651117656E+03    1.999962880E+00    1.999962880E+00    1.999962240E+00    1.999962560E+00    1.970350720E+00    1.887332160E+00    1.931194880E+00    1.957349120E+00
    1.557999139E+03    1.735356463E+04    1.767482621E+04    1.975525292E-01    7.000000000E+00   -9.889478904E-02    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    4.573744767E+03    4.684608088E+03    4.640662217E+03    4.722708829E+03    3.851703277E+03    3.881192476E+03    4.287454372E+03    4.386316821E+03    9.035000000E+03    3.000000000E+00    9.254000000E+03    0.000000000E+00    5.029897918E+03    4.971083514E+03    5.032891032E+03    8.767000000E+03    5.000000000E+00    8.922000000E+03    0.000000000E+00    4.942667857E+03    4.671578483E+03    4.945558012E+03    7.445000000E+03    2.000000000E+00    7.502000000E+03    0.000000000E+00    4.191596258E+03    4.053068092E+03    4.193674515E+03    8.370000000E+03    3.000000000E+00    8.563000000E+03    0.000000000E+00    4.694127976E+03    4.584577021E+03    4.696734664E+03    1.999966400E+00    1.999966400E+00    1.999966400E+00    1.999966400E+00    1.976552640E+00    1.890251200E+00    1.933828800E+00    1.953276800E+00
    1.558201477E+03    1.765175256E+04    1.799376310E+04    1.976746014E-01    7.000000000E+00   -9.901686122E-02    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    4.594582734E+03    4.684901423E+03    4.750679763E+03    4.808491987E+03    3.861088921E+03    3.951194805E+03    4.445401146E+03    4.549174884E+03    9.055000000E+03    3.000000000E+00    9.233000000E+03    0.000000000E+00    5.041140030E+03    4.970595435E+03    5.044146545E+03    8.957000000E+03    1.000000000E+00    9.066000000E+03    0.000000000E+00    5.048923983E+03    4.762590680E+03    5.051939794E+03    7.456000000E+03    2.000000000E+00    7.630000000E+03    0.000000000E+00    4.248894416E+03    4.104581435E+03    4.251029902E+03    8.696000000E+03    6.000000000E+00    8.899000000E+03    0.000000000E+00    4.875065321E+03    4.771089315E+03    4.877876924E+03    1.999961600E+00    1.999961920E+00    1.999960320E+00    1.999962560E+00    1.971969280E+00    1.886499840E+00    1.932024320E+00    1.957284800E+00
    1.558398622E+03    1.768074999E+04    1.797163185E+04    1.976135653E-01    7.000000000E+00   -9.892530709E-02    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    4.587022281E+03    4.654008335E+03    4.753597760E+03    4.798147823E+03    3.946297741E+03    4.014569209E+03    4.393832209E+03    4.504906485E+03    9.039000000E+03    4.000000000E+00    9.171000000E+03    0.000000000E+00    4.995628087E+03    4.925155241E+03    4.998580537E+03    8.963000000E+03    5.000000000E+00    9.047000000E+03    0.000000000E+00    5.024805734E+03    4.740144859E+03    5.027792789E+03    7.630000000E+03    5.000000000E+00    7.762000000E+03    0.000000000E+00    4.308216682E+03    4.167123347E+03    4.310412238E+03    8.584000000E+03    5.000000000E+00    8.801000000E+03    0.000000000E+00    4.815423457E+03    4.706646094E+03    4.818166657E+03    1.999936960E+00    1.999938880E+00    1.999940800E+00    1.999937920E+00    1.971701120E+00    1.886591040E+00    1.934418240E+00    1.954745280E+00
    1.558603697E+03    1.790704284E+04    1.822188846E+04    1.978577096E-01    7.000000000E+00   -9.889478904E-02    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    4.693961199E+03    4.799820890E+03    4.811800596E+03    4.881844451E+03    3.909773193E+03    3.963274805E+03    4.491507849E+03    4.576948310E+03    9.223000000E+03    4.000000000E+00    9.431000000E+03    0.000000000E+00    5.140738342E+03    5.053623713E+03    5.143864886E+03    9.068000000E+03    1.000000000E+00    9.200000000E+03    0.000000000E+00    5.098982151E+03    4.807609229E+03    5.102058087E+03    7.527000000E+03    4.000000000E+00    7.630000000E+03    0.000000000E+00    4.273812935E+03    4.116089566E+03    4.275973551E+03    8.779000000E+03    3.000000000E+00    8.946000000E+03    0.000000000E+00    4.906141806E+03    4.797608234E+03    4.908989385E+03    1.999951040E+00    1.999954560E+00    1.999956480E+00    1.999954880E+00    1.966021440E+00    1.885654080E+00    1.926105600E+00    1.955689280E+00
    1.558801190E+03    1.805790995E+04    1.842149806E+04    1.978882277E-01    7.000000000E+00   -9.889478904E-02    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    4.720146015E+03    4.798857433E+03    4.885242757E+03    4.957202143E+03    3.939454422E+03    4.032446950E+03    4.513066753E+03    4.632991533E+03    9.295000000E+03    4.000000000E+00    9.450000000E+03    0.000000000E+00    5.154232261E+03    5.078153563E+03    5.157375248E+03    9.165000000E+03    7.000000000E+00    9.300000000E+03    0.000000000E+00    5.183227648E+03    4.865136224E+03    5.186406113E+03    7.583000000E+03    5.000000000E+00    7.762000000E+03    0.000000000E+00    4.311822857E+03    4.152122903E+03    4.314022091E+03    8.806000000E+03    4.000000000E+00    9.040000000E+03    0.000000000E+00    4.941701939E+03    4.824145882E+03    4.944590964E+03    1.999939520E+00    1.999944000E+00    1.999940800E+00    1.999939520E+00    1.970402240E+00    1.877203200E+00    1.925821440E+00    1.952335680E+00
    1.558999892E+03    1.804158937E+04    1.839755027E+04    1.979797818E-01    7.000000000E+00   -9.889478904E-02    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    4.631411000E+03    4.757366689E+03    4.936566944E+03    4.993443509E+03    3.929893207E+03    3.986765757E+03    4.543718223E+03    4.659974313E+03    9.119000000E+03    4.000000000E+00    9.367000000E+03    0.000000000E+00    5.060084801E+03    4.984614846E+03    5.063113966E+03    9.287000000E+03    8.000000000E+00    9.394000000E+03    0.000000000E+00    5.227285038E+03    4.920122019E+03    5.230517791E+03    7.601000000E+03    6.000000000E+00    7.711000000E+03    0.000000000E+00    4.293764775E+03    4.154597716E+03    4.295945619E+03    8.872000000E+03    4.000000000E+00    9.099000000E+03    0.000000000E+00    4.994012794E+03    4.878618648E+03    4.996963334E+03    1.999953920E+00    1.999950400E+00    1.999952960E+00    1.999951360E+00    1.970113600E+00    1.882387520E+00    1.935099520E+00    1.953708160E+00
    1.559198987E+03    1.811618013E+04    1.839965639E+04    1.981323720E-01    7.000000000E+00   -9.907789731E-02    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    4.696553468E+03    4.777923100E+03    4.936247444E+03    4.985641786E+03    3.934917452E+03    4.011464217E+03    4.548461766E+03    4.624627287E+03    9.235000000E+03    3.000000000E+00    9.395000000E+03    0.000000000E+00    5.126737231E+03    5.043583925E+03    5.129846760E+03    9.294000000E+03    1.000000000E+00    9.387000000E+03    0.000000000E+00    5.212403228E+03    4.910081704E+03    5.215617592E+03    7.608000000E+03    4.000000000E+00    7.756000000E+03    0.000000000E+00    4.305114723E+03    4.164069290E+03    4.307307117E+03    8.898000000E+03    5.000000000E+00    9.047000000E+03    0.000000000E+00    4.974923262E+03    4.869081022E+03    4.977851278E+03    1.999966720E+00    1.999966720E+00    1.999966720E+00    1.999966720E+00    1.967475520E+00    1.883920640E+00    1.934400960E+00    1.957387840E+00
    1.559404077E+03    1.832065014E+04    1.867889410E+04    1.981018540E-01    7.000000000E+00   -9.913893339E-02    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    4.723275910E+03    4.807847563E+03    4.978439654E+03    5.086321711E+03    4.072338683E+03    4.111266214E+03    4.546595898E+03    4.673458610E+03    9.271000000E+03    0.000000000E+00    9.437000000E+03    0.000000000E+00    5.164885295E+03    5.072089269E+03    5.168041293E+03    9.414000000E+03    4.000000000E+00    9.618000000E+03    0.000000000E+00    5.307742914E+03    5.021589183E+03    5.311075998E+03    7.846000000E+03    7.000000000E+00    7.921000000E+03    0.000000000E+00    4.439559182E+03    4.279074627E+03    4.441890703E+03    8.888000000E+03    2.000000000E+00    9.136000000E+03    0.000000000E+00    4.964169037E+03    4.855085450E+03    4.967084402E+03    1.999964800E+00    1.999964480E+00    1.999965120E+00    1.999964800E+00    1.964030080E+00    1.892080640E+00    1.927628480E+00    1.956004160E+00
    1.559601130E+03    1.845485351E+04    1.878230226E+04    1.981628901E-01    7.000000000E+00   -9.904737926E-02    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    4.836274770E+03    4.945970806E+03    4.968346939E+03    5.035271433E+03    4.081091530E+03    4.132967614E+03    4.569140269E+03    4.668092403E+03    9.523000000E+03    4.000000000E+00    9.739000000E+03    0.000000000E+00    5.292059589E+03    5.213611780E+03    5.295372995E+03    9.354000000E+03    3.000000000E+00    9.480000000E+03    0.000000000E+00    5.262512640E+03    4.957107867E+03    5.265789134E+03    7.867000000E+03    4.000000000E+00    7.967000000E+03    0.000000000E+00    4.459509457E+03    4.300589452E+03    4.461861987E+03    8.958000000E+03    4.000000000E+00    9.152000000E+03    0.000000000E+00    5.009925301E+03    4.914102213E+03    5.012894682E+03    1.999957120E+00    1.999956480E+00    1.999958400E+00    1.999958400E+00    1.970257600E+00    1.883849600E+00    1.928638080E+00    1.961674560E+00
    1.559800024E+03    1.870119600E+04    1.900449679E+04    1.983765164E-01    7.000000000E+00   -9.916945144E-02    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    4.851985015E+03    4.971229574E+03    5.050681008E+03    5.107756821E+03    4.138163783E+03    4.189877901E+03    4.660366196E+03    4.735632493E+03    9.562000000E+03    2.000000000E+00    9.797000000E+03    1.000000000E+00    5.327128038E+03    5.252623542E+03    5.330485524E+03    9.557000000E+03    8.000000000E+00    9.665000000E+03    0.000000000E+00    5.343251819E+03    5.058636786E+03    5.346629670E+03    8.002000000E+03    2.000000000E+00    8.102000000E+03    0.000000000E+00    4.508617930E+03    4.361610262E+03    4.511022579E+03    9.102000000E+03    6.000000000E+00    9.249000000E+03    0.000000000E+00    5.100182325E+03    4.983625986E+03    5.103259710E+03    1.999952960E+00    1.999945920E+00    1.999949440E+00    1.999949440E+00    1.971954240E+00    1.893377920E+00    1.934716800E+00    1.954196160E+00
    1.560000571E+03    1.874705778E+04    1.910923455E+04    1.984680705E-01    7.000000000E+00   -9.923048753E-02    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    4.834612606E+03    4.949577729E+03    5.044006142E+03    5.126415855E+03    4.185407139E+03    4.247290931E+03    4.683031889E+03    4.785950040E+03    9.546000000E+03    3.000000000E+00    9.773000000E+03    0.000000000E+00    5.301277219E+03    5.237125691E+03    5.304602183E+03    9.487000000E+03    2.000000000E+00    9.642000000E+03    0.000000000E+00    5.345806836E+03    5.030615905E+03    5.349187919E+03    8.116000000E+03    5.000000000E+00    8.236000000E+03    0.000000000E+00    4.539832266E+03    4.404102175E+03    4.542270340E+03    9.146000000E+03    1.000000000E+01    9.347000000E+03    0.000000000E+00    5.112605346E+03    4.995607905E+03    5.115697748E+03    1.999952000E+00    1.999953920E+00    1.999953600E+00    1.999956800E+00    1.975727040E+00    1.882032640E+00    1.940129920E+00    1.954154880E+00
    1.560201200E+03    1.894421094E+04    1.932082134E+04    1.984985885E-01    7.000000000E+00   -9.913893339E-02    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    4.907009298E+03    5.004784726E+03    5.109987999E+03    5.184814908E+03    4.135524629E+03    4.214527659E+03    4.791689012E+03    4.916694049E+03    9.686000000E+03    3.000000000E+00    9.879000000E+03    0.000000000E+00    5.378785062E+03    5.312154690E+03    5.382208010E+03    9.629000000E+03    3.000000000E+00    9.770000000E+03    0.000000000E+00    5.414848295E+03    5.105144578E+03    5.418317319E+03    8.009000000E+03    8.000000000E+00    8.162000000E+03    0.000000000E+00    4.533272346E+03    4.392124385E+03    4.535703376E+03    9.353000000E+03    3.000000000E+00    9.597000000E+03    0.000000000E+00    5.256164682E+03    5.133143728E+03    5.259433272E+03    1.999941760E+00    1.999943360E+00    1.999943360E+00    1.999944000E+00    1.975162240E+00    1.885524480E+00    1.937652480E+00    1.953134720E+00
    1.560400584E+03    1.928368633E+04    1.964389643E+04    1.985901427E-01    7.000000000E+00   -9.916945144E-02    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    4.963842956E+03    5.071873869E+03    5.175577200E+03    5.222541552E+03    4.304562172E+03    4.377826924E+03    4.839703998E+03    4.971654081E+03    9.787000000E+03    4.000000000E+00    1.000000000E+04    0.000000000E+00    5.434062277E+03    5.360590058E+03    5.437555975E+03    9.808000000E+03    6.000000000E+00    9.897000000E+03    0.000000000E+00    5.462276256E+03    5.179087009E+03    5.465806345E+03    8.343000000E+03    3.000000000E+00    8.485000000E+03    0.000000000E+00    4.697169007E+03    4.554576517E+03    4.699779075E+03    9.463000000E+03    6.000000000E+00    9.721000000E+03    0.000000000E+00    5.304848487E+03    5.189587185E+03    5.308177935E+03    1.999966400E+00    1.999966400E+00    1.999966400E+00    1.999966400E+00    1.972900480E+00    1.896249280E+00    1.939235200E+00    1.956508800E+00
    1.560600174E+03    1.967229208E+04    2.003508002E+04    1.987427329E-01    7.000000000E+00   -9.919996948E-02    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    5.155463011E+03    5.277982149E+03    5.303605805E+03    5.393821233E+03    4.259886789E+03    4.316761112E+03    4.953336477E+03    5.046515520E+03    1.014100000E+04    2.000000000E+00    1.038200000E+04    0.000000000E+00    5.636188834E+03    5.547135794E+03    5.639947406E+03    9.994000000E+03    7.000000000E+00    1.016400000E+04    0.000000000E+00    5.644777107E+03    5.322130286E+03    5.648547148E+03    8.239000000E+03    5.000000000E+00    8.349000000E+03    1.000000000E+00    4.642531392E+03    4.492118592E+03    4.645081068E+03    9.675000000E+03    3.000000000E+00    9.857000000E+03    0.000000000E+00    5.420874665E+03    5.297639858E+03    5.424351419E+03    1.999951040E+00    1.999951040E+00    1.999947200E+00    1.999947200E+00    1.968351040E+00    1.885598720E+00    1.935113920E+00    1.954440960E+00
    1.560800159E+03    1.965300020E+04    2.001821047E+04    1.989258412E-01    7.000000000E+00   -9.919996948E-02    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    5.084820529E+03    5.171314374E+03    5.369604580E+03    5.448155680E+03    4.316291974E+03    4.388083835E+03    4.882283115E+03    5.010656577E+03    9.994000000E+03    1.100000000E+01    1.016400000E+04    1.000000000E+00    5.552310114E+03    5.460091730E+03    5.555957592E+03    1.011700000E+04    3.000000000E+00    1.026500000E+04    0.000000000E+00    5.678401616E+03    5.353089932E+03    5.682216727E+03    8.357000000E+03    5.000000000E+00    8.496000000E+03    0.000000000E+00    4.686598134E+03    4.539576265E+03    4.689196462E+03    9.546000000E+03    5.000000000E+00    9.797000000E+03    0.000000000E+00    5.342278432E+03    5.226087798E+03    5.345655052E+03    1.999966400E+00    1.999966400E+00    1.999966400E+00    1.999966400E+00    1.966728320E+00    1.885361920E+00    1.937185920E+00    1.956435520E+00
    1.560999782E+03    2.007019621E+04    2.043378884E+04    1.990784314E-01    7.000000000E+00   -9.941359579E-02    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    5.213130683E+03    5.319863397E+03    5.444098291E+03    5.514849226E+03    4.403999912E+03    4.472287001E+03    5.008967320E+03    5.126789215E+03    1.025700000E+04    5.000000000E+00    1.046700000E+04    0.000000000E+00    5.715483569E+03    5.626636840E+03    5.719348696E+03    1.023400000E+04    5.000000000E+00    1.036700000E+04    0.000000000E+00    5.749788440E+03    5.408126334E+03    5.753700128E+03    8.513000000E+03    3.000000000E+00    8.645000000E+03    0.000000000E+00    4.794448655E+03    4.636616472E+03    4.797168000E+03    9.778000000E+03    3.000000000E+00    1.000800000E+04    0.000000000E+00    5.476706124E+03    5.349127523E+03    5.480254898E+03    1.999951360E+00    1.999953280E+00    1.999949760E+00    1.999952320E+00    1.968855040E+00    1.881069440E+00    1.934063040E+00    1.953314880E+00
    1.561200810E+03    2.039737090E+04    2.080083590E+04    1.990173953E-01    7.000000000E+00   -9.941359579E-02    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    5.334376541E+03    5.447451265E+03    5.460548607E+03    5.554009324E+03    4.496072694E+03    4.570825548E+03    5.106373058E+03    5.228549768E+03    1.047300000E+04    1.000000000E+00    1.069500000E+04    0.000000000E+00    5.819850021E+03    5.717146359E+03    5.823857669E+03    1.028300000E+04    2.000000000E+00    1.045900000E+04    0.000000000E+00    5.786884925E+03    5.452636970E+03    5.790847278E+03    8.661000000E+03    2.000000000E+00    8.805000000E+03    0.000000000E+00    4.916293702E+03    4.738123570E+03    4.919153082E+03    9.989000000E+03    3.000000000E+00    1.022800000E+04    0.000000000E+00    5.588317737E+03    5.469632146E+03    5.592012702E+03    1.999948800E+00    1.999949760E+00    1.999947840E+00    1.999951680E+00    1.964639360E+00    1.884409600E+00    1.927420480E+00    1.957424000E+00
    1.561398824E+03    2.059906877E+04    2.109142900E+04    1.992920577E-01    7.000000000E+00   -9.950514992E-02    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    5.238058509E+03    5.398682137E+03    5.603603202E+03    5.710813644E+03    4.506556710E+03    4.597195421E+03    5.250850349E+03    5.384737800E+03    1.030500000E+04    3.000000000E+00    1.062100000E+04    0.000000000E+00    5.756164927E+03    5.666094284E+03    5.760085301E+03    1.055800000E+04    6.000000000E+00    1.076000000E+04    1.000000000E+00    5.934336189E+03    5.594593094E+03    5.938503147E+03    8.701000000E+03    3.000000000E+00    8.876000000E+03    0.000000000E+00    4.929942334E+03    4.762079241E+03    4.932817620E+03    1.023600000E+04    3.000000000E+00    1.049700000E+04    0.000000000E+00    5.740436926E+03    5.599093169E+03    5.744335894E+03    1.999966720E+00    1.999966720E+00    1.999966720E+00    1.999966720E+00    1.968624320E+00    1.885442880E+00    1.931819200E+00    1.950718720E+00
    1.561600644E+03    2.099832628E+04    2.144736864E+04    1.994141299E-01    7.000000000E+00   -9.953566796E-02    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    5.478704401E+03    5.614081583E+03    5.655490913E+03    5.742636599E+03    4.641879004E+03    4.735193525E+03    5.222251961E+03    5.355456930E+03    1.076500000E+04    3.000000000E+00    1.103100000E+04    2.000000000E+00    5.996110388E+03    5.895099038E+03    6.000364597E+03    1.070800000E+04    1.000000000E+01    1.087300000E+04    0.000000000E+00    5.981354922E+03    5.666595199E+03    5.985588207E+03    8.954000000E+03    2.000000000E+00    9.134000000E+03    0.000000000E+00    5.080514051E+03    4.903082372E+03    5.083567736E+03    1.015400000E+04    5.000000000E+00    1.041300000E+04    0.000000000E+00    5.736777304E+03    5.581093762E+03    5.740671300E+03    1.999966400E+00    1.999966400E+00    1.999966400E+00    1.999966400E+00    1.966216960E+00    1.894663360E+00    1.930102080E+00    1.945652800E+00
    1.561798688E+03    2.146097977E+04    2.181365587E+04    1.996887922E-01    7.000000000E+00   -9.999343862E-02    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    5.558403957E+03    5.688306405E+03    5.818923859E+03    5.881349505E+03    4.676910874E+03    4.727011410E+03    5.406741077E+03    5.516988548E+03    1.095400000E+04    9.000000000E+00    1.121000000E+04    0.000000000E+00    6.088343096E+03    6.003600860E+03    6.092729260E+03    1.090600000E+04    7.000000000E+00    1.102300000E+04    0.000000000E+00    6.141528386E+03    5.759596761E+03    6.145991558E+03    9.055000000E+03    6.000000000E+00    9.152000000E+03    0.000000000E+00    5.082406707E+03    4.923082708E+03    5.085462669E+03    1.054400000E+04    5.000000000E+00    1.075900000E+04    0.000000000E+00    5.889776482E+03    5.747096551E+03    5.893881064E+03    1.999966400E+00    1.999966400E+00    1.999966400E+00    1.999966400E+00    1.972128320E+00    1.875561920E+00    1.937219840E+00    1.951483840E+00
    1.562002251E+03    2.193514405E+04    2.243387471E+04    1.998108644E-01    7.000000000E+00   -1.000849928E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    5.710105241E+03    5.867338553E+03    5.907000748E+03    5.991076759E+03    4.885641005E+03    4.995036431E+03    5.432397057E+03    5.580422963E+03    1.125800000E+04    3.000000000E+00    1.156800000E+04    1.000000000E+00    6.265920015E+03    6.181674076E+03    6.270565917E+03    1.117100000E+04    9.000000000E+00    1.133000000E+04    0.000000000E+00    6.241867189E+03    5.906673892E+03    6.246477471E+03    9.468000000E+03    1.000000000E+00    9.680000000E+03    0.000000000E+00    5.332758523E+03    5.170648087E+03    5.336123113E+03    1.060600000E+04    1.100000000E+01    1.089500000E+04    0.000000000E+00    5.939910427E+03    5.802677330E+03    5.944085221E+03    1.999943680E+00    1.999941120E+00    1.999942720E+00    1.999938880E+00    1.973020800E+00    1.892482240E+00    1.939131520E+00    1.953680000E+00
    1.562200137E+03    2.251236883E+04    2.295998143E+04    1.999939727E-01    7.000000000E+00   -1.002986191E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    5.804793273E+03    5.915838847E+03    6.116827288E+03    6.217312325E+03    4.965737265E+03    5.054669669E+03    5.625011001E+03    5.772160592E+03    1.144800000E+04    2.000000000E+00    1.166700000E+04    0.000000000E+00    6.318788332E+03    6.235652649E+03    6.323513007E+03    1.150500000E+04    2.000000000E+00    1.169400000E+04    0.000000000E+00    6.461723117E+03    6.081644013E+03    6.466664085E+03    9.604000000E+03    6.000000000E+00    9.776000000E+03    0.000000000E+00    5.410555105E+03    5.235633195E+03    5.414018628E+03    1.097100000E+04    5.000000000E+00    1.125800000E+04    0.000000000E+00    6.151195175E+03    6.003145036E+03    6.155672416E+03    1.999951040E+00    1.999952640E+00    1.999949120E+00    1.999951680E+00    1.973606080E+00    1.882259840E+00    1.935232320E+00    1.951763520E+00
    1.562399494E+03    2.307474905E+04    2.355379977E+04    2.000244907E-01    7.000000000E+00   -1.005732815E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    5.957345696E+03    6.077845050E+03    6.257250392E+03    6.351292451E+03    5.124747612E+03    5.216805849E+03    5.735405350E+03    5.907856421E+03    1.171700000E+04    3.000000000E+00    1.195400000E+04    0.000000000E+00    6.484194435E+03    6.381634780E+03    6.489169849E+03    1.177700000E+04    5.000000000E+00    1.195400000E+04    0.000000000E+00    6.603817523E+03    6.219640315E+03    6.608978316E+03    9.909000000E+03    5.000000000E+00    1.008700000E+04    0.000000000E+00    5.584968532E+03    5.403113249E+03    5.588659067E+03    1.120800000E+04    3.000000000E+00    1.154500000E+04    0.000000000E+00    6.285950487E+03    6.146627850E+03    6.290626157E+03    1.999957760E+00    1.999954880E+00    1.999958080E+00    1.999958400E+00    1.968276160E+00    1.883583680E+00    1.934824320E+00    1.955598400E+00
